raceId,year,driverId,constructorId,round,grid,position,circuitId,points_driver,points_constructor,wins,wins_constructor
18,2008,1,1,1,1,1,1,10.0,14.0,1,1
18,2008,2,2,1,5,2,1,8.0,8.0,0,0
18,2008,3,3,1,7,3,1,6.0,9.0,0,0
18,2008,4,4,1,11,4,1,5.0,5.0,0,0
18,2008,5,1,1,3,5,1,4.0,14.0,0,1
18,2008,6,3,1,13,6,1,3.0,9.0,0,0
18,2008,7,5,1,17,7,1,2.0,2.0,0,0
18,2008,8,6,1,15,8,1,1.0,1.0,0,0
19,2008,8,6,2,2,1,2,11.0,11.0,1,1
19,2008,9,2,2,4,2,2,8.0,19.0,0,0
19,2008,5,1,2,8,3,2,10.0,24.0,0,1
19,2008,15,7,2,3,4,2,5.0,5.0,0,0
19,2008,1,1,2,9,5,2,14.0,24.0,1,1
19,2008,2,2,2,5,6,2,11.0,19.0,0,0
19,2008,17,9,2,6,7,2,2.0,2.0,0,0
19,2008,4,4,2,7,8,2,6.0,6.0,0,0
19,2008,14,9,2,12,9,2,0.0,2.0,0,0
19,2008,18,11,2,11,10,2,0.0,0.0,0,0
19,2008,12,4,2,13,11,2,0.0,6.0,0,0
19,2008,21,10,2,17,12,2,0.0,0.0,0,0
19,2008,22,11,2,14,13,2,0.0,0.0,0,0
19,2008,3,3,2,16,14,2,6.0,9.0,0,0
19,2008,19,8,2,21,15,2,0.0,0.0,0,0
19,2008,11,8,2,19,16,2,0.0,0.0,0,0
19,2008,6,3,2,22,17,2,3.0,9.0,0,0
19,2008,7,5,2,18,\N,2,2.0,2.0,0,0
20,2008,13,6,3,2,1,3,10.0,29.0,1,2
20,2008,8,6,3,4,2,3,19.0,29.0,1,2
20,2008,9,2,3,1,3,3,14.0,30.0,0,0
20,2008,2,2,3,6,4,3,16.0,30.0,0,0
20,2008,5,1,3,5,5,3,14.0,28.0,0,1
20,2008,15,7,3,7,6,3,8.0,8.0,0,0
20,2008,17,9,3,11,7,3,4.0,4.0,0,0
20,2008,3,3,3,8,8,3,7.0,10.0,0,0
20,2008,10,7,3,13,9,3,0.0,8.0,0,0
20,2008,4,4,3,10,10,3,6.0,6.0,0,0
20,2008,22,11,3,12,11,3,0.0,0.0,0,0
20,2008,21,10,3,18,12,3,0.0,0.0,0,0
20,2008,1,1,3,3,13,3,14.0,28.0,1,1
20,2008,6,3,3,16,14,3,3.0,10.0,0,0
20,2008,7,5,3,15,15,3,2.0,2.0,0,0
20,2008,19,8,3,21,16,3,0.0,0.0,0,0
20,2008,11,8,3,22,17,3,0.0,0.0,0,0
20,2008,14,9,3,17,18,3,0.0,4.0,0,0
20,2008,16,10,3,20,19,3,0.0,0.0,0,0
20,2008,12,4,3,14,\N,3,0.0,6.0,0,0
20,2008,18,11,3,9,\N,3,0.0,0.0,0,0
21,2008,8,6,4,1,1,4,29.0,47.0,2,3
21,2008,13,6,4,3,2,4,18.0,47.0,1,3
21,2008,1,1,4,5,3,4,20.0,34.0,1,1
21,2008,9,2,4,4,4,4,19.0,35.0,0,0
21,2008,17,9,4,7,5,4,8.0,8.0,0,0
21,2008,18,11,4,13,6,4,3.0,3.0,0,0
21,2008,6,3,4,12,7,4,5.0,12.0,0,0
21,2008,15,7,4,8,8,4,9.0,9.0,0,0
21,2008,2,2,4,9,9,4,16.0,35.0,0,0
21,2008,21,10,4,19,10,4,0.0,0.0,0,0
21,2008,10,7,4,14,11,4,0.0,9.0,0,0
21,2008,14,9,4,17,12,4,0.0,8.0,0,0
21,2008,11,8,4,22,13,4,0.0,0.0,0,0
21,2008,3,3,4,15,\N,4,7.0,12.0,0,0
21,2008,4,4,4,2,\N,4,6.0,6.0,0,0
21,2008,22,11,4,11,\N,4,0.0,3.0,0,0
21,2008,5,1,4,6,\N,4,14.0,34.0,0,1
21,2008,19,8,4,21,\N,4,0.0,0.0,0,0
21,2008,7,5,4,16,\N,4,2.0,2.0,0,0
21,2008,12,4,4,10,\N,4,0.0,6.0,0,0
21,2008,16,10,4,20,\N,4,0.0,0.0,0,0
22,2008,13,6,5,1,1,5,28.0,63.0,2,4
22,2008,1,1,5,3,2,5,28.0,42.0,1,1
22,2008,8,6,5,4,3,5,35.0,63.0,2,4
22,2008,9,2,5,5,4,5,24.0,44.0,0,0
22,2008,2,2,5,9,5,5,20.0,44.0,0,0
22,2008,4,4,5,7,6,5,9.0,9.0,0,0
22,2008,17,9,5,6,7,5,10.0,10.0,0,0
22,2008,3,3,5,11,8,5,8.0,13.0,0,0
22,2008,14,9,5,10,9,5,0.0,10.0,0,0
22,2008,15,7,5,8,10,5,9.0,9.0,0,0
22,2008,18,11,5,13,11,5,3.0,3.0,0,0
22,2008,5,1,5,2,12,5,14.0,42.0,0,1
22,2008,10,7,5,15,13,5,0.0,9.0,0,0
22,2008,22,11,5,12,14,5,0.0,3.0,0,0
22,2008,12,4,5,17,15,5,0.0,9.0,0,0
22,2008,16,10,5,19,16,5,0.0,0.0,0,0
22,2008,20,5,5,14,17,5,0.0,2.0,0,0
22,2008,7,5,5,18,\N,5,2.0,2.0,0,0
22,2008,6,3,5,16,\N,5,5.0,13.0,0,0
22,2008,21,10,5,20,\N,5,0.0,0.0,0,0
23,2008,1,1,6,3,1,6,38.0,53.0,2,2
23,2008,9,2,6,5,2,6,32.0,52.0,0,0
23,2008,13,6,6,1,3,6,34.0,69.0,2,4
23,2008,17,9,6,9,4,6,15.0,15.0,0,0
23,2008,20,5,6,19,5,6,4.0,6.0,0,0
23,2008,22,11,6,14,6,6,3.0,6.0,0,0
23,2008,6,3,6,13,7,6,7.0,15.0,0,0
23,2008,5,1,6,4,8,6,15.0,53.0,0,2
23,2008,8,6,6,2,9,6,35.0,69.0,2,4
23,2008,4,4,6,7,10,6,9.0,9.0,0,0
23,2008,18,11,6,11,11,6,3.0,6.0,0,0
23,2008,10,7,6,10,12,6,0.0,9.0,0,0
23,2008,15,7,6,8,13,6,9.0,9.0,0,0
23,2008,2,2,6,12,14,6,20.0,52.0,0,0
23,2008,16,10,6,18,\N,6,0.0,0.0,0,0
23,2008,3,3,6,6,\N,6,8.0,15.0,0,0
23,2008,12,4,6,17,\N,6,0.0,9.0,0,0
23,2008,21,10,6,20,\N,6,0.0,0.0,0,0
23,2008,14,9,6,15,\N,6,0.0,15.0,0,0
23,2008,7,5,6,16,\N,6,2.0,6.0,0,0
24,2008,9,2,7,2,1,7,42.0,70.0,1,1
24,2008,2,2,7,8,2,7,28.0,70.0,0,1
24,2008,14,9,7,13,3,7,6.0,21.0,0,0
24,2008,10,7,7,11,4,7,5.0,17.0,0,0
24,2008,13,6,7,6,5,7,38.0,73.0,2,4
24,2008,15,7,7,14,6,7,12.0,17.0,0,0
24,2008,22,11,7,9,7,7,5.0,8.0,0,0
24,2008,20,5,7,19,8,7,5.0,7.0,0,0
24,2008,5,1,7,7,9,7,15.0,53.0,0,2
24,2008,3,3,7,5,10,7,8.0,15.0,0,0
24,2008,18,11,7,20,11,7,3.0,8.0,0,0
24,2008,17,9,7,10,12,7,15.0,21.0,0,0
24,2008,7,5,7,18,13,7,2.0,7.0,0,0
24,2008,21,10,7,17,\N,7,0.0,0.0,0,0
24,2008,6,3,7,12,\N,7,7.0,15.0,0,0
24,2008,4,4,7,4,\N,7,9.0,9.0,0,0
24,2008,12,4,7,15,\N,7,0.0,9.0,0,0
24,2008,8,6,7,3,\N,7,35.0,73.0,2,4
24,2008,1,1,7,1,\N,7,38.0,53.0,2,2
24,2008,16,10,7,16,\N,7,0.0,0.0,0,0
25,2008,13,6,8,2,1,8,48.0,91.0,3,5
25,2008,8,6,8,1,2,8,43.0,91.0,2,5
25,2008,15,7,8,4,3,8,18.0,23.0,0,0
25,2008,5,1,8,10,4,8,20.0,58.0,0,2
25,2008,9,2,8,5,5,8,46.0,74.0,1,1
25,2008,17,9,8,6,6,8,18.0,24.0,0,0
25,2008,12,4,8,9,7,8,2.0,12.0,0,0
25,2008,4,4,8,3,8,8,10.0,12.0,0,0
25,2008,14,9,8,7,9,8,6.0,24.0,0,0
25,2008,1,1,8,13,10,8,38.0,58.0,2,2
25,2008,10,7,8,8,11,8,5.0,23.0,0,0
25,2008,20,5,8,12,12,8,5.0,7.0,0,0
25,2008,2,2,8,11,13,8,28.0,74.0,0,1
25,2008,22,11,8,20,14,8,5.0,8.0,0,0
25,2008,6,3,8,15,15,8,7.0,15.0,0,0
25,2008,3,3,8,19,16,8,8.0,15.0,0,0
25,2008,7,5,8,14,17,8,2.0,7.0,0,0
25,2008,21,10,8,17,18,8,0.0,0.0,0,0
25,2008,16,10,8,18,19,8,0.0,0.0,0,0
25,2008,18,11,8,16,\N,8,3.0,8.0,0,0
26,2008,1,1,9,4,1,9,48.0,72.0,3,3
26,2008,2,2,9,5,2,9,36.0,82.0,0,1
26,2008,22,11,9,16,3,9,11.0,14.0,0,0
26,2008,8,6,9,3,4,9,48.0,96.0,2,5
26,2008,5,1,9,1,5,9,24.0,72.0,0,3
26,2008,4,4,9,6,6,9,13.0,15.0,0,0
26,2008,15,7,9,14,7,9,20.0,25.0,0,0
26,2008,6,3,9,15,8,9,8.0,16.0,0,0
26,2008,3,3,9,20,9,9,8.0,16.0,0,0
26,2008,17,9,9,2,10,9,18.0,24.0,0,0
26,2008,7,5,9,13,11,9,2.0,7.0,0,0
26,2008,10,7,9,12,12,9,5.0,25.0,0,0
26,2008,13,6,9,9,13,9,48.0,96.0,3,5
26,2008,9,2,9,10,\N,9,46.0,82.0,1,1
26,2008,18,11,9,17,\N,9,3.0,14.0,0,0
26,2008,12,4,9,7,\N,9,2.0,15.0,0,0
26,2008,21,10,9,19,\N,9,0.0,0.0,0,0
26,2008,16,10,9,18,\N,9,0.0,0.0,0,0
26,2008,20,5,9,8,\N,9,5.0,7.0,0,0
26,2008,14,9,9,11,\N,9,6.0,24.0,0,0
27,2008,1,1,10,1,1,10,58.0,86.0,4,4
27,2008,12,4,10,17,2,10,10.0,23.0,0,0
27,2008,13,6,10,2,3,10,54.0,105.0,3,5
27,2008,2,2,10,12,4,10,41.0,89.0,0,1
27,2008,5,1,10,3,5,10,28.0,86.0,0,4
27,2008,8,6,10,6,6,10,51.0,105.0,2,5
27,2008,9,2,10,7,7,10,48.0,89.0,1,1
27,2008,20,5,10,9,8,10,6.0,8.0,0,0
27,2008,15,7,10,4,9,10,20.0,25.0,0,0
27,2008,3,3,10,13,10,10,8.0,16.0,0,0
27,2008,4,4,10,5,11,10,13.0,23.0,0,0
27,2008,7,5,10,15,12,10,2.0,8.0,0,0
27,2008,14,9,10,10,13,10,6.0,24.0,0,0
27,2008,6,3,10,16,14,10,8.0,16.0,0,0
27,2008,16,10,10,19,15,10,0.0,0.0,0,0
27,2008,21,10,10,20,16,10,0.0,0.0,0,0
27,2008,18,11,10,14,17,10,3.0,14.0,0,0
27,2008,22,11,10,18,\N,10,11.0,14.0,0,0
27,2008,17,9,10,8,\N,10,18.0,24.0,0,0
27,2008,10,7,10,11,\N,10,5.0,25.0,0,0
28,2008,5,1,11,2,1,11,38.0,100.0,1,5
28,2008,10,7,11,5,2,11,13.0,35.0,0,0
28,2008,8,6,11,6,3,11,57.0,111.0,2,5
28,2008,4,4,11,7,4,11,18.0,31.0,0,0
28,2008,1,1,11,1,5,11,62.0,100.0,4,5
28,2008,12,4,11,10,6,11,13.0,31.0,0,0
28,2008,15,7,11,9,7,11,22.0,35.0,0,0
28,2008,9,2,11,4,8,11,49.0,90.0,1,1
28,2008,17,9,11,8,9,11,18.0,24.0,0,0
28,2008,2,2,11,15,10,11,41.0,90.0,0,1
28,2008,14,9,11,13,11,11,6.0,24.0,0,0
28,2008,18,11,11,12,12,11,3.0,14.0,0,0
28,2008,6,3,11,16,13,11,8.0,16.0,0,0
28,2008,3,3,11,14,14,11,8.0,16.0,0,0
28,2008,21,10,11,18,15,11,0.0,0.0,0,0
28,2008,22,11,11,17,16,11,11.0,14.0,0,0
28,2008,13,6,11,3,17,11,54.0,111.0,3,5
28,2008,7,5,11,19,18,11,2.0,8.0,0,0
28,2008,16,10,11,20,\N,11,0.0,0.0,0,0
28,2008,20,5,11,11,\N,11,6.0,8.0,0,0
29,2008,13,6,12,1,1,12,64.0,121.0,4,6
29,2008,1,1,12,2,2,12,70.0,113.0,4,5
29,2008,9,2,12,3,3,12,55.0,96.0,1,1
29,2008,5,1,12,5,4,12,43.0,113.0,1,5
29,2008,15,7,12,7,5,12,26.0,41.0,0,0
29,2008,20,5,12,6,6,12,9.0,11.0,0,0
29,2008,10,7,12,13,7,12,15.0,41.0,0,0
29,2008,3,3,12,9,8,12,9.0,17.0,0,0
29,2008,2,2,12,8,9,12,41.0,96.0,0,1
29,2008,7,5,12,10,10,12,2.0,11.0,0,0
29,2008,12,4,12,15,11,12,13.0,31.0,0,0
29,2008,17,9,12,14,12,12,18.0,24.0,0,0
29,2008,18,11,12,16,13,12,3.0,14.0,0,0
29,2008,21,10,12,18,14,12,0.0,0.0,0,0
29,2008,6,3,12,11,15,12,8.0,17.0,0,0
29,2008,22,11,12,19,16,12,11.0,14.0,0,0
29,2008,14,9,12,17,17,12,6.0,24.0,0,0
29,2008,8,6,12,4,\N,12,57.0,121.0,2,6
29,2008,16,10,12,20,\N,12,0.0,0.0,0,0
29,2008,4,4,12,12,\N,12,18.0,31.0,0,0
30,2008,13,6,13,2,1,13,74.0,131.0,5,7
30,2008,2,2,13,5,2,13,49.0,107.0,0,1
30,2008,1,1,13,1,3,13,76.0,119.0,4,5
30,2008,4,4,13,6,4,13,23.0,36.0,0,0
30,2008,20,5,13,10,5,13,13.0,17.0,0,0
30,2008,9,2,13,8,6,13,58.0,107.0,1,1
30,2008,7,5,13,9,7,13,4.0,17.0,0,0
30,2008,17,9,13,7,8,13,19.0,25.0,0,0
30,2008,10,7,13,13,9,13,15.0,41.0,0,0
30,2008,5,1,13,3,10,13,43.0,119.0,1,5
30,2008,14,9,13,14,11,13,6.0,25.0,0,0
30,2008,3,3,13,15,12,13,9.0,17.0,0,0
30,2008,16,10,13,18,13,13,0.0,0.0,0,0
30,2008,6,3,13,19,14,13,8.0,17.0,0,0
30,2008,18,11,13,17,15,13,3.0,14.0,0,0
30,2008,15,7,13,11,16,13,26.0,41.0,0,0
30,2008,21,10,13,20,17,13,0.0,0.0,0,0
30,2008,8,6,13,4,18,13,57.0,131.0,2,7
30,2008,22,11,13,16,\N,13,11.0,14.0,0,0
30,2008,12,4,13,12,\N,13,13.0,36.0,0,0
31,2008,20,5,14,1,1,14,23.0,27.0,1,1
31,2008,5,1,14,2,2,14,51.0,129.0,1,5
31,2008,9,2,14,11,3,14,64.0,117.0,1,1
31,2008,4,4,14,8,4,14,28.0,41.0,0,0
31,2008,2,2,14,10,5,14,53.0,117.0,0,1
31,2008,13,6,14,6,6,14,77.0,134.0,5,7
31,2008,1,1,14,15,7,14,78.0,129.0,4,5
31,2008,17,9,14,3,8,14,20.0,26.0,0,0
31,2008,8,6,14,14,9,14,57.0,134.0,2,7
31,2008,12,4,14,17,10,14,13.0,41.0,0,0
31,2008,10,7,14,9,11,14,15.0,41.0,0,0
31,2008,6,3,14,18,12,14,8.0,17.0,0,0
31,2008,15,7,14,7,13,14,26.0,41.0,0,0
31,2008,3,3,14,5,14,14,9.0,17.0,0,0
31,2008,18,11,14,19,15,14,3.0,14.0,0,0
31,2008,14,9,14,13,16,14,6.0,26.0,0,0
31,2008,22,11,14,16,17,14,11.0,14.0,0,0
31,2008,7,5,14,4,18,14,4.0,27.0,0,1
31,2008,16,10,14,20,19,14,0.0,0.0,0,0
31,2008,21,10,14,12,\N,14,0.0,0.0,0,0
32,2008,4,4,15,15,1,15,38.0,51.0,1,1
32,2008,3,3,15,8,2,15,17.0,26.0,0,0
32,2008,1,1,15,2,3,15,84.0,135.0,4,5
32,2008,10,7,15,7,4,15,20.0,46.0,0,0
32,2008,20,5,15,6,5,15,27.0,31.0,1,1
32,2008,2,2,15,9,6,15,56.0,120.0,0,1
32,2008,14,9,15,14,7,15,8.0,28.0,0,0
32,2008,6,3,15,10,8,15,9.0,26.0,0,0
32,2008,18,11,15,12,9,15,3.0,14.0,0,0
32,2008,5,1,15,5,10,15,51.0,135.0,1,5
32,2008,9,2,15,4,11,15,64.0,120.0,1,1
32,2008,7,5,15,17,12,15,4.0,31.0,0,1
32,2008,13,6,15,1,13,15,77.0,134.0,5,7
32,2008,21,10,15,20,14,15,0.0,0.0,0,0
32,2008,8,6,15,3,15,15,57.0,134.0,2,7
32,2008,15,7,15,11,\N,15,26.0,46.0,0,0
32,2008,16,10,15,19,\N,15,0.0,0.0,0,0
32,2008,17,9,15,13,\N,15,20.0,28.0,0,0
32,2008,22,11,15,18,\N,15,11.0,14.0,0,0
32,2008,12,4,15,16,\N,15,13.0,51.0,0,1
33,2008,4,4,16,4,1,16,48.0,66.0,2,2
33,2008,9,2,16,6,2,16,72.0,128.0,1,1
33,2008,8,6,16,2,3,16,63.0,142.0,2,7
33,2008,12,4,16,12,4,16,18.0,66.0,0,2
33,2008,15,7,16,7,5,16,30.0,50.0,0,0
33,2008,20,5,16,9,6,16,30.0,34.0,1,1
33,2008,13,6,16,5,7,16,79.0,142.0,5,7
33,2008,17,9,16,13,8,16,21.0,29.0,0,0
33,2008,2,2,16,16,9,16,56.0,128.0,0,1
33,2008,7,5,16,10,10,16,4.0,34.0,0,1
33,2008,3,3,16,15,11,16,17.0,26.0,0,0
33,2008,1,1,16,1,12,16,84.0,135.0,4,5
33,2008,22,11,16,17,13,16,11.0,14.0,0,0
33,2008,18,11,16,18,14,16,3.0,14.0,0,0
33,2008,6,3,16,14,15,16,9.0,26.0,0,0
33,2008,21,10,16,20,\N,16,0.0,0.0,0,0
33,2008,5,1,16,3,\N,16,51.0,135.0,1,5
33,2008,16,10,16,19,\N,16,0.0,0.0,0,0
33,2008,10,7,16,8,\N,16,20.0,50.0,0,0
33,2008,14,9,16,11,\N,16,8.0,29.0,0,0
34,2008,1,1,17,1,1,17,94.0,145.0,5,6
34,2008,13,6,17,3,2,17,87.0,156.0,5,7
34,2008,8,6,17,2,3,17,69.0,156.0,2,7
34,2008,4,4,17,4,4,17,53.0,72.0,2,2
34,2008,2,2,17,9,5,17,60.0,135.0,0,1
34,2008,9,2,17,11,6,17,75.0,135.0,1,1
34,2008,10,7,17,12,7,17,22.0,52.0,0,0
34,2008,12,4,17,10,8,17,19.0,72.0,0,2
34,2008,20,5,17,6,9,17,30.0,34.0,1,1
34,2008,14,9,17,15,10,17,8.0,29.0,0,0
34,2008,22,11,17,13,11,17,11.0,14.0,0,0
34,2008,6,3,17,17,12,17,9.0,26.0,0,0
34,2008,7,5,17,8,13,17,4.0,34.0,0,1
34,2008,17,9,17,16,14,17,21.0,29.0,0,0
34,2008,3,3,17,14,15,17,17.0,26.0,0,0
34,2008,18,11,17,18,16,17,3.0,14.0,0,0
34,2008,21,10,17,20,17,17,0.0,0.0,0,0
34,2008,5,1,17,5,\N,17,51.0,145.0,1,6
34,2008,16,10,17,19,\N,17,0.0,0.0,0,0
34,2008,15,7,17,7,\N,17,30.0,52.0,0,0
35,2008,13,6,18,1,1,18,97.0,172.0,6,8
35,2008,4,4,18,6,2,18,61.0,80.0,2,2
35,2008,8,6,18,3,3,18,75.0,172.0,2,8
35,2008,20,5,18,7,4,18,35.0,39.0,1,1
35,2008,1,1,18,4,5,18,98.0,151.0,5,6
35,2008,10,7,18,10,6,18,25.0,56.0,0,0
35,2008,5,1,18,5,7,18,53.0,151.0,1,6
35,2008,15,7,18,2,8,18,31.0,56.0,0,0
35,2008,17,9,18,12,9,18,21.0,29.0,0,0
35,2008,2,2,18,8,10,18,60.0,135.0,0,1
35,2008,9,2,18,13,11,18,75.0,135.0,1,1
35,2008,3,3,18,18,12,18,17.0,26.0,0,0
35,2008,18,11,18,17,13,18,3.0,14.0,0,0
35,2008,7,5,18,9,14,18,4.0,39.0,0,1
35,2008,22,11,18,15,15,18,11.0,14.0,0,0
35,2008,16,10,18,20,16,18,0.0,0.0,0,0
35,2008,6,3,18,16,17,18,9.0,26.0,0,0
35,2008,21,10,18,19,18,18,0.0,0.0,0,0
35,2008,12,4,18,11,\N,18,19.0,80.0,0,2
35,2008,14,9,18,14,\N,18,8.0,29.0,0,0
36,2007,8,6,1,1,1,1,10.0,13.0,1,1
36,2007,4,1,1,2,2,1,8.0,14.0,0,0
36,2007,1,1,1,4,3,1,6.0,14.0,0,0
36,2007,2,2,1,3,4,1,5.0,5.0,0,0
36,2007,21,4,1,6,5,1,4.0,4.0,0,0
36,2007,13,6,1,22,6,1,3.0,13.0,0,1
36,2007,3,3,1,12,7,1,2.0,2.0,0,0
36,2007,23,7,1,9,8,1,1.0,1.0,0,0
36,2007,15,7,1,8,9,1,0.0,1.0,0,0
36,2007,5,4,1,13,10,1,0.0,4.0,0,0
36,2007,22,11,1,16,11,1,0.0,0.0,0,0
36,2007,11,8,1,10,12,1,0.0,0.0,0,0
36,2007,17,9,1,7,13,1,0.0,0.0,0,0
36,2007,24,5,1,19,14,1,0.0,0.0,0,0
36,2007,18,11,1,14,15,1,0.0,0.0,0,0
36,2007,19,8,1,11,16,1,0.0,0.0,0,0
36,2007,16,12,1,20,17,1,0.0,0.0,0,0
37,2007,4,1,2,2,1,2,18.0,32.0,1,1
37,2007,1,1,2,4,2,2,14.0,32.0,0,1
37,2007,8,6,2,3,3,2,16.0,23.0,1,1
37,2007,2,2,2,5,4,2,10.0,10.0,0,0
37,2007,13,6,2,1,5,2,7.0,23.0,0,1
37,2007,21,4,2,12,6,2,7.0,8.0,0,0
37,2007,15,7,2,8,7,2,2.0,3.0,0,0
37,2007,5,4,2,11,8,2,1.0,8.0,0,0
37,2007,25,3,2,19,9,2,0.0,2.0,0,0
37,2007,17,9,2,10,10,2,0.0,0.0,0,0
37,2007,22,11,2,22,11,2,0.0,0.0,0,0
37,2007,18,11,2,15,12,2,0.0,0.0,0,0
37,2007,11,8,2,14,13,2,0.0,0.0,0,0
37,2007,26,5,2,17,14,2,0.0,0.0,0,0
37,2007,23,7,2,9,15,2,1.0,3.0,0,0
37,2007,19,8,2,18,16,2,0.0,0.0,0,0
37,2007,24,5,2,16,17,2,0.0,0.0,0,0
37,2007,9,2,2,7,18,2,0.0,10.0,0,0
37,2007,3,3,2,6,\N,2,2.0,2.0,0,0
37,2007,16,12,2,21,\N,2,0.0,0.0,0,0
38,2007,13,6,3,1,1,3,17.0,39.0,1,2
38,2007,1,1,3,2,2,3,22.0,44.0,0,1
38,2007,8,6,3,3,3,3,22.0,39.0,1,2
38,2007,2,2,3,5,4,3,15.0,18.0,0,0
38,2007,4,1,3,4,5,3,22.0,44.0,1,1
38,2007,9,2,3,6,6,3,3.0,18.0,0,0
38,2007,15,7,3,9,7,3,4.0,5.0,0,0
38,2007,21,4,3,7,8,3,8.0,9.0,0,0
38,2007,5,4,3,12,9,3,1.0,9.0,0,0
38,2007,3,3,3,10,10,3,2.0,2.0,0,0
38,2007,25,3,3,11,11,3,0.0,2.0,0,0
38,2007,23,7,3,14,12,3,1.0,5.0,0,0
38,2007,22,11,3,15,13,3,0.0,0.0,0,0
38,2007,27,12,3,22,14,3,0.0,0.0,0,0
38,2007,16,12,3,20,15,3,0.0,0.0,0,0
38,2007,19,8,3,13,16,3,0.0,0.0,0,0
38,2007,17,9,3,8,\N,3,0.0,0.0,0,0
38,2007,11,8,3,17,\N,3,0.0,0.0,0,0
38,2007,24,5,3,18,\N,3,0.0,0.0,0,0
38,2007,18,11,3,16,\N,3,0.0,0.0,0,0
38,2007,26,5,3,19,\N,3,0.0,0.0,0,0
39,2007,13,6,4,1,1,4,27.0,49.0,2,3
39,2007,1,1,4,4,2,4,30.0,58.0,0,1
39,2007,4,1,4,2,3,4,28.0,58.0,1,1
39,2007,9,2,4,5,4,4,8.0,23.0,0,0
39,2007,14,9,4,9,5,4,4.0,4.0,0,0
39,2007,3,3,4,11,6,4,5.0,5.0,0,0
39,2007,5,4,4,8,7,4,3.0,11.0,0,0
39,2007,11,8,4,13,8,4,1.0,1.0,0,0
39,2007,21,4,4,10,9,4,8.0,11.0,0,0
39,2007,22,11,4,12,10,4,0.0,0.0,0,0
39,2007,19,8,4,15,11,4,0.0,1.0,0,0
39,2007,18,11,4,14,12,4,0.0,0.0,0,0
39,2007,16,12,4,20,13,4,0.0,0.0,0,0
39,2007,27,12,4,21,14,4,0.0,0.0,0,0
39,2007,2,2,4,7,\N,4,15.0,23.0,0,0
39,2007,23,7,4,17,\N,4,1.0,5.0,0,0
39,2007,24,5,4,16,\N,4,0.0,0.0,0,0
39,2007,26,5,4,22,\N,4,0.0,0.0,0,0
39,2007,8,6,4,3,\N,4,22.0,49.0,1,3
39,2007,15,7,4,6,\N,4,4.0,5.0,0,0
39,2007,17,9,4,19,\N,4,0.0,4.0,0,0
39,2007,25,3,4,18,\N,4,0.0,5.0,0,0
40,2007,4,1,5,1,1,6,38.0,76.0,2,2
40,2007,1,1,5,2,2,6,38.0,76.0,0,2
40,2007,13,6,5,3,3,6,33.0,56.0,2,3
40,2007,21,4,5,4,4,6,13.0,16.0,0,0
40,2007,9,2,5,8,5,6,12.0,30.0,0,0
40,2007,2,2,5,7,6,6,18.0,30.0,0,0
40,2007,25,3,5,11,7,6,2.0,7.0,0,0
40,2007,8,6,5,16,8,6,23.0,56.0,1,3
40,2007,26,5,5,18,9,6,0.0,0.0,0,0
40,2007,22,11,5,9,10,6,0.0,0.0,0,0
40,2007,18,11,5,10,11,6,0.0,0.0,0,0
40,2007,3,3,5,5,12,6,5.0,7.0,0,0
40,2007,5,4,5,15,13,6,3.0,16.0,0,0
40,2007,14,9,5,13,14,6,4.0,4.0,0,0
40,2007,15,7,5,14,15,6,4.0,5.0,0,0
40,2007,23,7,5,20,16,6,1.0,5.0,0,0
40,2007,11,8,5,21,17,6,1.0,1.0,0,0
40,2007,19,8,5,17,18,6,0.0,1.0,0,0
40,2007,27,12,5,22,19,6,0.0,0.0,0,0
40,2007,16,12,5,19,\N,6,0.0,0.0,0,0
40,2007,17,9,5,6,\N,6,0.0,4.0,0,0
40,2007,24,5,5,12,\N,6,0.0,0.0,0,0
41,2007,1,1,6,1,1,7,48.0,88.0,1,3
41,2007,2,2,6,3,2,7,26.0,38.0,0,0
41,2007,25,3,6,19,3,7,8.0,13.0,0,0
41,2007,5,4,6,22,4,7,8.0,21.0,0,0
41,2007,8,6,6,4,5,7,27.0,60.0,1,3
41,2007,11,8,6,11,6,7,4.0,4.0,0,0
41,2007,4,1,6,2,7,7,40.0,88.0,2,3
41,2007,23,7,6,18,8,7,2.0,6.0,0,0
41,2007,17,9,6,6,9,7,0.0,4.0,0,0
41,2007,3,3,6,7,10,7,5.0,13.0,0,0
41,2007,19,8,6,17,11,7,0.0,4.0,0,0
41,2007,22,11,6,13,12,7,0.0,0.0,0,0
41,2007,15,7,6,10,\N,7,4.0,6.0,0,0
41,2007,24,5,6,12,\N,7,0.0,0.0,0,0
41,2007,27,12,6,21,\N,7,0.0,0.0,0,0
41,2007,14,9,6,14,\N,7,4.0,4.0,0,0
41,2007,9,2,6,8,\N,7,12.0,38.0,0,0
41,2007,16,12,6,20,\N,7,0.0,0.0,0,0
41,2007,26,5,6,16,\N,7,0.0,0.0,0,0
41,2007,18,11,6,15,\N,7,0.0,0.0,0,0
41,2007,13,6,6,5,\N,7,33.0,60.0,2,3
41,2007,21,4,6,9,\N,7,13.0,21.0,0,0
42,2007,1,1,7,1,1,19,58.0,106.0,2,4
42,2007,4,1,7,2,2,19,48.0,106.0,2,4
42,2007,13,6,7,3,3,19,39.0,71.0,2,3
42,2007,8,6,7,4,4,19,32.0,71.0,1,3
42,2007,5,4,7,6,5,19,12.0,25.0,0,0
42,2007,15,7,7,8,6,19,7.0,9.0,0,0
